Row.names	freq	prev	p.freq	p.prev	p	contaminant	Kingdom	Phylum	Class	Order	Family	Genus	Species
5648dccee530d68ceb3e4d7d22cf8756	0.49617586583048023	181	NA	0.4010989010989011	0.4010989010989011	TRUE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
4a0b292ba716582f9af46694458c0b9b	0.17460035146901592	90	NA	0.9999370569645406	0.9999370569645406	FALSE	d__Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	NA
80b368aaafec453953ee26b2f2505d3d	0.015940573522860782	77	NA	0.19635625428371423	0.19635625428371423	TRUE	d__Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	bacterium
20559b1c6fef79869c92eae4b34e4620	0.010848425437069719	69	NA	0.9999904811432837	0.9999904811432837	FALSE	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
c1d9eada909d2d5dbe078f25f1038508	0.010308690312998926	75	NA	0.991690977786033	0.991690977786033	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
6f3f68e5c8e2a11b388ddbbea9fa182d	0.009383453158080212	56	NA	0.5000000000000002	0.5000000000000002	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ff9d93d7b7e46787568f2d241caeaf3b	0.008463905486924037	61	NA	0.5000000000000006	0.5000000000000006	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ad4cba5280fb47cbebea01e7031af61c	0.007635949433846004	71	NA	0.9999998810276843	0.9999998810276843	FALSE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
ec9562edcf3986f9a56ee377d8ff737c	0.0062387990411153955	66	NA	0.042670473790149835	0.042670473790149835	TRUE	d__Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	NA
68084402ba50c5318fb1062026beb58d	0.005693881144516601	80	NA	0.2649057454777116	0.2649057454777116	TRUE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	NA
